0.365	371
0.366	389
0.367	382
0.368	354
0.369	345
0.37	319
0.371	329
0.372	324
0.373	314
0.374	315
0.375	302
0.376	319
0.377	323
0.378	279
0.379	298
0.38	279
0.381	298
0.382	277
0.383	290
0.384	260
0.385	244
0.386	252
0.387	266
0.388	274
0.389	248
0.39	231
0.391	241
0.392	248
0.393	216
0.394	266
0.395	195
0.396	205
0.397	204
0.398	219
0.399	201
0.4	206
0.401	234
0.402	191
0.403	203
0.404	205
0.405	184
0.406	195
0.407	207
0.408	193
0.409	179
0.41	214
0.411	209
0.412	172
0.413	155
0.414	190
0.415	165
0.416	168
0.417	191
0.418	183
0.419	148
0.42	178
0.421	172
0.422	147
0.423	161
0.424	160
0.425	174
0.426	175
0.427	156
0.428	176
0.429	152
0.43	169
0.431	152
0.432	162
0.433	157
0.434	149
0.435	152
0.436	157
0.437	153
0.438	154
0.439	147
0.44	151
0.441	157
0.442	162
0.443	152
0.444	134
0.445	178
0.446	170
0.447	144
0.448	165
0.449	147
0.45	164
0.451	159
0.452	164
0.453	180
0.454	161
0.455	180
0.456	170
0.457	201
0.458	191
0.459	183
0.46	186
0.461	178
0.462	186
0.463	203
0.464	185
0.465	216
0.466	199
0.467	219
0.468	215
0.469	200
0.47	197
0.471	201
0.472	199
0.473	224
0.474	218
0.475	192
0.476	195
0.477	202
0.478	196
0.479	200
0.48	217
0.481	175
0.482	192
0.483	198
0.484	203
0.485	199
0.486	173
0.487	177
0.488	185
0.489	217
0.49	157
0.491	158
0.492	194
0.493	161
0.494	182
0.495	167
0.496	176
0.497	181
0.498	164
0.499	166
0.5	172
0.501	147
0.502	163
0.503	159
0.504	184
0.505	177
0.506	172
0.507	157
0.508	164
0.509	159
0.51	182
0.511	169
0.512	171
0.513	155
0.514	160
0.515	150
0.516	181
0.517	181
0.518	170
0.519	163
0.52	157
0.521	176
0.522	175
0.523	181
0.524	183
0.525	175
0.526	146
0.527	186
0.528	169
0.529	155
0.53	172
0.531	167
0.532	185
0.533	167
0.534	168
0.535	150
0.536	160
0.537	161
0.538	166
0.539	174
0.54	180
0.541	187
0.542	195
0.543	165
0.544	176
0.545	166
0.546	172
0.547	174
0.548	189
0.549	175
0.55	165
0.551	175
0.552	169
0.553	168
0.554	174
0.555	167
0.556	177
0.557	183
0.558	156
0.559	175
0.56	178
0.561	215
0.562	209
0.563	188
0.564	178
0.565	161
0.566	183
0.567	179
0.568	191
0.569	164
0.57	165
0.571	172
0.572	159
0.573	181
0.574	162
0.575	189
0.576	189
0.577	187
0.578	185
0.579	175
0.58	178
0.581	160
0.582	173
0.583	189
0.584	200
0.585	197
0.586	176
0.587	171
0.588	185
0.589	173
0.59	179
0.591	188
0.592	185
0.593	179
0.594	189
0.595	201
0.596	180
0.597	208
0.598	187
0.599	207
0.6	192
0.601	204
0.602	183
0.603	196
0.604	185
0.605	220
0.606	196
0.607	222
0.608	195
0.609	174
0.61	178
0.611	203
0.612	212
0.613	203
0.614	181
0.615	189
0.616	199
0.617	204
0.618	193
0.619	206
0.62	199
0.621	191
0.622	193
0.623	189
0.624	181
0.625	212
0.626	218
0.627	194
0.628	189
0.629	195
0.63	191
0.631	214
0.632	204
0.633	190
0.634	196
0.635	182
0.636	212
0.637	194
0.638	197
0.639	181
0.64	174
0.641	202
0.642	178
0.643	184
0.644	181
0.645	189
0.646	187
0.647	182
0.648	187
0.649	195
0.65	166
0.651	223
0.652	176
0.653	181
0.654	183
0.655	179
0.656	182
0.657	189
0.658	203
0.659	178
0.66	179
0.661	196
0.662	168
0.663	200
0.664	179
0.665	166
0.666	193
0.667	181
0.668	185
0.669	206
0.67	177
0.671	197
0.672	182
0.673	193
0.674	217
0.675	196
0.676	159
0.677	200
0.678	197
0.679	186
0.68	197
0.681	190
0.682	202
0.683	217
0.684	213
0.685	201
0.686	196
0.687	227
0.688	244
0.689	217
0.69	240
0.691	228
0.692	218
0.693	219
0.694	233
0.695	245
0.696	219
0.697	238
0.698	239
0.699	282
0.7	244
0.701	228
0.702	254
0.703	230
0.704	268
0.705	281
0.706	278
0.707	243
0.708	217
0.709	250
0.71	242
0.711	232
0.712	250
0.713	255
0.714	291
0.715	233
0.716	267
0.717	248
0.718	251
0.719	264
0.72	268
0.721	279
0.722	288
0.723	285
0.724	261
0.725	273
0.726	287
0.727	279
0.728	251
0.729	305
0.73	276
0.731	284
0.732	284
0.733	259
0.734	238
0.735	270
0.736	279
0.737	268
0.738	276
0.739	288
0.74	263
0.741	294
0.742	297
0.743	291
0.744	285
0.745	266
0.746	259
0.747	300
0.748	291
0.749	309
0.75	281
0.751	288
0.752	297
0.753	311
0.754	308
0.755	306
0.756	312
0.757	304
0.758	293
0.759	326
0.76	298
0.761	285
0.762	317
0.763	335
0.764	353
0.765	301
0.766	368
0.767	326
0.768	375
0.769	334
0.77	337
0.771	351
0.772	295
0.773	348
0.774	339
0.775	368
0.776	347
0.777	334
0.778	336
0.779	331
0.78	340
0.781	354
0.782	350
0.783	343
0.784	346
0.785	374
0.786	360
0.787	352
0.788	338
0.789	378
0.79	317
0.791	316
0.792	388
0.793	362
0.794	372
0.795	374
0.796	347
0.797	343
0.798	361
0.799	334
0.8	380
0.801	351
0.802	366
0.803	367
0.804	380
0.805	334
0.806	353
0.807	363
0.808	351
0.809	337
0.81	339
0.811	367
0.812	350
0.813	330
0.814	376
0.815	376
0.816	371
0.817	343
0.818	341
0.819	383
0.82	312
0.821	345
0.822	378
0.823	371
0.824	345
0.825	322
0.826	331
0.827	333
0.828	336
0.829	350
0.83	336
0.831	341
0.832	340
0.833	332
0.834	318
0.835	303
0.836	299
0.837	328
0.838	302
0.839	333
0.84	319
0.841	302
0.842	300
0.843	326
0.844	270
0.845	283
0.846	278
0.847	266
0.848	279
0.849	289
0.85	293
0.851	288
0.852	281
0.853	267
0.854	308
0.855	257
0.856	223
0.857	245
0.858	284
0.859	251
0.86	239
0.861	269
0.862	224
0.863	252
0.864	252
0.865	255
0.866	218
0.867	215
0.868	237
0.869	237
0.87	242
0.871	210
0.872	231
0.873	219
0.874	214
0.875	208
0.876	211
0.877	214
0.878	199
0.879	189
0.88	190
0.881	201
0.882	181
0.883	195
0.884	187
0.885	181
0.886	168
0.887	186
0.888	217
0.889	180
0.89	163
0.891	167
0.892	150
0.893	166
0.894	145
0.895	154
0.896	148
0.897	146
0.898	136
0.899	148
0.9	133
0.901	162
0.902	123
0.903	145
0.904	135
0.905	142
0.906	125
0.907	117
0.908	118
0.909	137
0.91	108
0.911	117
0.912	105
0.913	110
0.914	108
0.915	101
0.916	118
0.917	82
0.918	113
0.919	80
0.92	93
0.921	120
0.922	99
0.923	87
0.924	92
0.925	76
0.926	89
0.927	84
0.928	80
0.929	75
0.93	94
0.931	84
0.932	79
0.933	71
0.934	82
0.935	66
0.936	82
0.937	67
0.938	68
0.939	71
0.94	63
0.941	59
0.942	82
0.943	61
0.944	55
0.945	60
0.946	56
0.947	64
0.948	48
0.949	51
0.95	47
0.951	47
0.952	50
0.953	41
0.954	39
0.955	39
0.956	37
0.957	51
0.958	36
0.959	38
0.96	35
0.961	33
0.962	41
0.963	40
0.964	36
0.965	34
0.966	30
0.967	37
0.968	39
0.969	28
0.97	28
0.971	35
0.972	43
0.973	36
0.974	32
0.975	28
0.976	28
0.977	29
0.978	24
0.979	27
0.98	25
0.981	28
0.982	19
0.983	29
0.984	22
0.985	25
0.986	29
0.987	30
0.988	18
0.989	26
0.99	24
0.991	23
0.992	25
0.993	22
0.994	26
0.995	19
0.996	27
0.997	17
0.998	17
0.999	22
1	21
1.001	18
1.002	19
1.003	17
1.004	19
1.005	18
1.006	18
1.007	14
1.008	16
1.009	13
1.01	21
1.011	25
1.012	17
1.013	15
1.014	19
1.015	10
1.016	15
1.017	16
1.018	22
1.019	13
1.02	18
1.021	21
1.022	13
1.023	13
1.024	10
1.025	11
1.026	10
1.027	8
1.028	14
1.029	11
1.03	13
1.031	8
1.032	12
1.033	13
1.034	10
1.035	12
1.036	19
1.037	7
1.038	17
1.039	10
1.04	15
1.041	12
1.042	13
1.043	12
1.044	11
1.045	10
1.046	10
1.047	13
1.048	8
1.049	11
1.05	7
1.051	9
1.052	9
1.053	8
1.054	11
1.055	12
1.056	12
1.057	15
1.058	8
1.059	11
1.06	16
1.061	9
1.062	9
1.063	9
1.064	6
1.065	14
1.066	9
1.067	9
1.068	15
1.069	13
1.07	13
1.071	8
1.072	11
1.073	13
1.074	11
1.075	15
1.076	9
1.077	13
1.078	9
1.079	7
1.08	14
1.081	14
1.082	16
1.083	11
1.084	19
1.085	8
1.086	12
1.087	10
1.088	15
1.089	11
1.09	8
1.091	13
1.092	10
1.093	13
1.094	17
1.095	9
1.096	11
1.097	12
1.098	8
1.099	12
1.1	21
1.101	14
1.102	15
1.103	10
1.104	13
1.105	15
1.106	9
1.107	17
1.108	13
1.109	17
1.11	13
1.111	18
1.112	14
1.113	21
1.114	20
1.115	13
1.116	16
1.117	19
1.118	12
1.119	14
1.12	14
1.121	16
1.122	14
1.123	9
1.124	11
1.125	14
1.126	19
1.127	16
1.128	24
1.129	12
1.13	18
1.131	19
1.132	12
1.133	12
1.134	11
1.135	23
1.136	13
1.137	19
1.138	12
1.139	10
1.14	14
1.141	24
1.142	19
1.143	16
1.144	13
1.145	23
1.146	15
1.147	20
1.148	21
1.149	19
1.15	14
1.151	19
1.152	13
1.153	17
1.154	22
1.155	17
1.156	20
1.157	24
1.158	16
1.159	16
1.16	17
1.161	16
1.162	14
1.163	17
1.164	27
1.165	16
1.166	16
1.167	11
1.168	19
1.169	19
1.17	23
1.171	16
1.172	22
1.173	12
1.174	20
1.175	22
1.176	25
1.177	20
1.178	26
1.179	13
1.18	17
1.181	16
1.182	19
1.183	25
1.184	16
1.185	15
1.186	20
1.187	21
1.188	19
1.189	17
1.19	17
1.191	32
1.192	28
1.193	21
1.194	27
1.195	20
1.196	16
1.197	21
1.198	21
1.199	18
1.2	24
1.201	24
1.202	19
1.203	17
1.204	23
1.205	15
1.206	23
1.207	23
1.208	23
1.209	21
1.21	25
1.211	27
1.212	27
1.213	23
1.214	15
1.215	16
1.216	17
1.217	16
1.218	14
1.219	24
1.22	21
1.221	19
1.222	18
1.223	22
1.224	19
1.225	18
1.226	19
1.227	11
1.228	25
1.229	19
1.23	24
1.231	23
1.232	20
1.233	20
1.234	18
1.235	11
1.236	14
1.237	20
1.238	22
1.239	19
1.24	24
1.241	23
1.242	24
1.243	18
1.244	26
1.245	16
1.246	14
1.247	26
1.248	30
1.249	20
1.25	22
1.251	28
1.252	18
1.253	20
1.254	21
1.255	17
1.256	20
1.257	27
1.258	14
1.259	24
1.26	23
1.261	26
1.262	24
1.263	25
1.264	22
1.265	27
1.266	14
1.267	26
1.268	23
1.269	9
1.27	20
1.271	16
1.272	21
1.273	23
1.274	17
1.275	25
1.276	25
1.277	16
1.278	11
1.279	17
1.28	16
1.281	20
1.282	18
1.283	15
1.284	16
1.285	15
1.286	17
1.287	19
1.288	17
1.289	13
1.29	23
1.291	19
1.292	14
1.293	17
1.294	19
1.295	18
1.296	26
1.297	17
1.298	17
1.299	25
1.3	16
1.301	20
1.302	23
1.303	13
1.304	12
1.305	19
1.306	17
1.307	23
1.308	19
1.309	19
1.31	28
1.311	18
1.312	17
1.313	23
1.314	22
1.315	20
1.316	16
1.317	16
1.318	20
1.319	13
1.32	24
1.321	13
1.322	17
1.323	10
1.324	23
1.325	15
1.326	18
1.327	15
1.328	20
1.329	15
1.33	25
1.331	19
1.332	16
1.333	16
1.334	25
1.335	23
1.336	12
1.337	18
1.338	18
1.339	21
1.34	12
1.341	23
1.342	18
1.343	22
1.344	20
1.345	15
1.346	20
1.347	14
1.348	13
1.349	11
1.35	16
1.351	19
1.352	16
1.353	13
1.354	20
1.355	20
1.356	20
1.357	17
1.358	8
1.359	22
1.36	15
1.361	22
1.362	12
1.363	25
1.364	9
1.365	12
1.366	20
1.367	14
1.368	25
1.369	15
1.37	13
1.371	13
1.372	12
1.373	16
1.374	11
1.375	14
1.376	16
1.377	12
1.378	18
1.379	10
1.38	13
1.381	15
1.382	16
1.383	16
1.384	11
1.385	19
1.386	16
1.387	23
1.388	18
1.389	12
1.39	13
1.391	14
1.392	14
1.393	13
1.394	12
1.395	16
1.396	8
1.397	11
1.398	19
1.399	17
1.4	17
1.401	11
1.402	18
1.403	14
1.404	10
1.405	13
1.406	13
1.407	18
1.408	15
1.409	13
1.41	22
1.411	16
1.412	13
1.413	13
1.414	22
1.415	18
1.416	17
1.417	19
1.418	20
1.419	13
1.42	16
1.421	18
1.422	11
1.423	21
1.424	12
1.425	13
1.426	14
1.427	20
1.428	21
1.429	12
1.43	13
1.431	17
1.432	19
1.433	13
1.434	16
1.435	14
1.436	6
1.437	16
1.438	11
1.439	13
1.44	12
1.441	17
1.442	18
1.443	8
1.444	17
1.445	11
1.446	15
1.447	18
1.448	11
1.449	15
1.45	15
1.451	15
1.452	12
1.453	18
1.454	15
1.455	17
1.456	12
1.457	19
1.458	8
1.459	18
1.46	19
1.461	17
1.462	11
1.463	16
1.464	14
1.465	12
1.466	10
1.467	15
1.468	11
1.469	16
1.47	14
1.471	10
1.472	20
1.473	6
1.474	21
1.475	12
1.476	16
1.477	11
1.478	19
1.479	16
1.48	14
1.481	6
1.482	13
1.483	9
1.484	10
1.485	13
1.486	12
1.487	13
1.488	15
1.489	12
1.49	11
1.491	11
1.492	10
1.493	7
1.494	5
1.495	10
1.496	8
1.497	7
1.498	4
1.499	8
1.5	8
1.501	10
1.502	10
1.503	10
1.504	8
1.505	10
1.506	7
1.507	12
1.508	7
1.509	11
1.51	7
1.511	9
1.512	9
1.513	6
1.514	12
1.515	6
1.516	9
1.517	9
1.518	4
1.519	11
1.52	9
1.521	9
1.522	4
1.523	12
1.524	13
1.525	11
1.526	15
1.527	14
1.528	11
1.529	5
1.53	3
1.531	10
1.532	5
1.533	7
1.534	7
1.535	6
1.536	4
1.537	5
1.538	5
1.539	7
1.54	4
1.541	3
1.542	5
1.543	9
1.544	7
1.545	8
1.546	6
1.547	5
1.548	9
1.549	6
1.55	6
1.551	9
1.552	3
1.553	3
1.554	5
1.555	5
1.556	9
1.557	5
1.558	8
1.559	1
1.56	5
1.561	7
1.562	6
1.563	4
1.564	3
1.565	3
1.566	6
1.567	10
1.568	5
1.569	1
1.57	2
1.571	7
1.572	4
1.573	5
1.574	6
1.575	4
1.577	7
1.578	3
1.579	3
1.58	8
1.582	9
1.583	3
1.584	5
1.585	3
1.586	8
1.587	5
1.588	4
1.589	4
1.59	1
1.592	5
1.593	4
1.594	3
1.595	3
1.596	2
1.597	5
1.598	1
1.599	4
1.6	3
1.601	4
1.602	2
1.603	1
1.604	4
1.605	4
1.606	3
1.607	2
1.608	1
1.609	2
1.61	5
1.611	3
1.612	1
1.613	2
1.614	3
1.615	2
1.616	2
1.617	4
1.618	2
1.619	3
1.622	1
1.623	2
1.624	2
1.626	4
1.627	1
1.628	4
1.629	4
1.63	3
1.631	3
1.632	2
1.634	1
1.635	2
1.637	4
1.639	1
1.64	2
1.641	2
1.642	2
1.643	3
1.644	2
1.645	2
1.646	2
1.647	2
1.648	2
1.649	1
1.65	1
1.651	2
1.652	3
1.653	1
1.654	1
1.656	4
1.657	2
1.659	1
1.66	2
1.661	2
1.662	3
1.663	3
1.664	1
1.666	1
1.668	2
1.669	3
1.67	1
1.671	1
1.672	1
1.673	1
1.675	3
1.676	3
1.677	1
1.68	1
1.681	1
1.682	5
1.683	1
1.684	1
1.686	3
1.688	2
1.689	3
1.691	1
1.692	5
1.694	1
1.695	2
1.696	2
1.697	1
1.699	1
1.7	1
1.701	1
1.702	1
1.703	1
1.704	2
1.705	2
1.706	1
1.707	1
1.708	1
1.71	1
1.711	2
1.712	1
1.713	3
1.714	2
1.716	2
1.717	3
1.719	2
1.72	2
1.721	2
1.722	2
1.724	3
1.726	1
1.727	1
1.728	1
1.729	2
1.731	1
1.732	3
1.733	1
1.734	3
1.735	1
1.736	2
1.741	2
1.742	4
1.743	3
1.744	1
1.745	3
1.746	1
1.747	2
1.748	1
1.749	5
1.751	1
1.753	1
1.754	1
1.755	1
1.756	2
1.757	1
1.759	2
1.76	1
1.762	1
1.763	2
1.764	2
1.765	2
1.766	2
1.767	1
1.768	1
1.769	3
1.77	1
1.771	2
1.772	2
1.778	2
1.779	1
1.781	2
1.782	2
1.783	2
1.785	1
1.786	1
1.789	4
1.79	1
1.792	1
1.793	3
1.794	2
1.795	3
1.796	1
1.797	4
1.798	2
1.8	1
1.801	2
1.802	2
1.804	3
1.805	1
1.807	3
1.808	2
1.809	3
1.811	1
1.812	2
1.814	2
1.815	1
1.816	3
1.817	3
1.818	2
1.819	1
1.821	3
1.822	3
1.824	2
1.826	2
1.828	1
1.829	2
1.83	3
1.831	1
1.832	3
1.833	1
1.834	4
1.835	1
1.836	1
1.837	2
1.838	1
1.839	1
1.84	2
1.841	2
1.842	6
1.844	1
1.845	1
1.847	3
1.848	5
1.849	1
1.852	2
1.853	3
1.854	3
1.856	3
1.857	2
1.859	2
1.86	2
1.862	1
1.864	3
1.865	1
1.866	1
1.87	1
1.871	1
1.872	2
1.874	6
1.875	2
1.876	1
1.877	1
1.878	1
1.879	1
1.88	1
1.881	1
1.882	1
1.884	2
1.885	2
1.887	2
1.888	1
1.889	1
1.89	2
1.891	3
1.892	1
1.893	1
1.894	1
1.895	1
1.896	1
1.898	1
1.899	1
1.9	1
1.901	2
1.902	1
1.903	2
1.906	3
1.908	2
1.909	1
1.912	1
1.913	1
1.914	3
1.915	2
1.916	3
1.918	1
1.92	3
1.922	1
1.923	1
1.924	1
1.925	1
1.926	1
1.927	3
1.928	1
1.931	1
1.934	2
1.938	1
1.939	2
1.942	1
1.943	3
1.945	1
1.948	1
1.949	1
1.95	2
1.951	1
1.952	1
1.954	3
1.957	2
1.96	1
1.961	1
1.962	1
1.963	3
1.964	4
1.969	1
1.972	3
1.973	2
1.974	1
1.977	3
1.979	2
1.98	1
1.981	1
1.982	1
1.984	3
1.985	2
1.986	2
1.989	1
1.99	1
1.991	1
1.993	1
1.994	1
1.995	2
1.996	1
1.997	1
1.998	1
2	2
2.002	2
2.003	1
2.004	2
2.005	1
2.008	3
2.009	1
2.01	1
2.011	1
2.018	1
2.02	1
2.021	1
2.024	1
2.026	1
2.027	1
2.037	1
2.04	1
2.044	3
2.045	1
2.046	1
2.047	1
2.048	1
2.052	2
2.053	1
2.054	1
2.055	1
2.06	1
2.061	1
2.064	2
2.068	1
2.07	1
2.072	2
2.075	1
2.077	1
2.078	1
2.082	2
2.083	1
2.087	2
2.089	1
2.09	1
2.091	1
2.114	1
2.135	1
2.136	1
2.137	1
2.14	1
2.144	1
2.145	1
2.151	1
2.156	1
2.161	1
2.177	2
2.179	1
2.183	1
2.193	1
2.194	1
2.2	1
2.201	1
2.209	1
2.219	1
2.23	1
2.234	1
2.241	1
2.258	1
2.269	1
2.271	1
2.31	1
2.314	1
2.344	1
2.348	1
2.351	3
2.359	1
2.364	1
2.373	1
2.39	1
2.393	1
2.404	1
2.421	1
2.423	1
2.427	1
2.438	1
2.445	1
2.484	1
2.501	1
2.508	1
2.51	1
2.549	1
2.57	1
2.607	1
2.614	1
2.63	1
2.711	1
2.79	1
2.917	1
3.046	1
3.166	1
3.176	1
3.422	1
3.438	1
3.546	1
3.599	1
3.616	1
3.645	1
3.681	1
3.719	1
3.909	1
3.927	1
3.948	1
3.996	1
4.093	1
4.192	1
4.374	1
4.767	1
4.819	1
4.989	1
5.012	1
5.023	1
5.04	1
5.3	1
5.626	1
5.762	1
5.813	1
6.937	1
7.554	1
8.823	1
9.776	1
11.23	1
14.383	1
14.522	1
14.633	1
30.531	1
32.332	1
48.174	1
